Info 0    [08:37:22.045] Starting TS Server
Info 693  [08:39:05.885] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 20.465716004371643ms
Info 694  [08:39:05.885] Different program with same set of files
Info 695  [08:39:05.886] getCompletionData: Get current token: 0.029202014207839966
Info 696  [08:39:05.886] getCompletionData: Is inside comment: 0.05509001016616821
Info 697  [08:39:05.886] getCompletionData: Get previous token: 0.09505900740623474
Info 698  [08:39:05.886] getCompletionsAtPosition: isCompletionListBlocker: 0.018072009086608887
Info 699  [08:39:05.889] getExportInfoMap: cache hit
Info 700  [08:39:05.890] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 701  [08:39:05.890] collectAutoImports: response is complete
Info 702  [08:39:05.890] collectAutoImports: 0.5659930109977722
Info 703  [08:39:05.890] getCompletionData: Semantic work: 3.8362810015678406
Info 704  [08:39:05.904] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.070455014705658
Info 705  [08:39:05.929] getCompletionData: Get current token: 0.027981996536254883
Info 706  [08:39:05.929] getCompletionData: Is inside comment: 0.05658698081970215
Info 707  [08:39:05.929] getCompletionData: Get previous token: 0.09476098418235779
Info 708  [08:39:05.929] getCompletionsAtPosition: isCompletionListBlocker: 0.017541974782943726
Info 709  [08:39:05.932] getExportInfoMap: cache hit
Info 710  [08:39:05.933] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 711  [08:39:05.933] collectAutoImports: response is complete
Info 712  [08:39:05.933] collectAutoImports: 0.5864759981632233
Info 713  [08:39:05.933] getCompletionData: Semantic work: 3.9731540083885193
Info 714  [08:39:05.946] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.939103990793228
Info 715  [08:39:05.954] getCompletionData: Get current token: 0.025825977325439453
Info 716  [08:39:05.954] getCompletionData: Is inside comment: 0.05161997675895691
Info 717  [08:39:05.954] getCompletionData: Get previous token: 0.09397301077842712
Info 718  [08:39:05.954] getCompletionsAtPosition: isCompletionListBlocker: 0.02122899889945984
Info 719  [08:39:05.958] getExportInfoMap: cache hit
Info 720  [08:39:05.958] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 721  [08:39:05.959] collectAutoImports: response is complete
Info 722  [08:39:05.959] collectAutoImports: 0.6116000115871429
Info 723  [08:39:05.959] getCompletionData: Semantic work: 4.150350987911224
Info 724  [08:39:05.975] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.37396901845932
Info 725  [08:39:06.661] getCompletionData: Get current token: 0.014614015817642212
Info 726  [08:39:06.661] getCompletionData: Is inside comment: 0.03767600655555725
Info 727  [08:39:06.662] getCompletionData: Get previous token: 0.04707500338554382
Info 728  [08:39:06.662] getCompletionsAtPosition: isCompletionListBlocker: 0.020610004663467407
Info 729  [08:39:06.664] getExportInfoMap: cache hit
Info 730  [08:39:06.664] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 731  [08:39:06.665] collectAutoImports: response is complete
Info 732  [08:39:06.665] collectAutoImports: 0.33389702439308167
Info 733  [08:39:06.665] getCompletionData: Semantic work: 2.8817540109157562
Info 734  [08:39:06.678] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.307932019233704
Info 735  [08:39:06.683] getCompletionData: Get current token: 0.016304999589920044
Info 736  [08:39:06.683] getCompletionData: Is inside comment: 0.030681997537612915
Info 737  [08:39:06.683] getCompletionData: Get previous token: 0.04876101016998291
Info 738  [08:39:06.683] getCompletionsAtPosition: isCompletionListBlocker: 0.014097988605499268
Info 739  [08:39:06.685] getExportInfoMap: cache hit
Info 740  [08:39:06.685] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 741  [08:39:06.685] collectAutoImports: response is complete
Info 742  [08:39:06.685] collectAutoImports: 0.35011300444602966
Info 743  [08:39:06.685] getCompletionData: Semantic work: 2.5717340111732483
Info 744  [08:39:06.695] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.921974003314972
Info 745  [08:39:06.703] getCompletionData: Get current token: 0.028501003980636597
Info 746  [08:39:06.703] getCompletionData: Is inside comment: 0.05281299352645874
Info 747  [08:39:06.703] getCompletionData: Get previous token: 0.09046098589897156
Info 748  [08:39:06.703] getCompletionsAtPosition: isCompletionListBlocker: 0.019486993551254272
Info 749  [08:39:06.705] getExportInfoMap: cache hit
Info 750  [08:39:06.706] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 751  [08:39:06.706] collectAutoImports: response is complete
Info 752  [08:39:06.706] collectAutoImports: 0.35763099789619446
Info 753  [08:39:06.706] getCompletionData: Semantic work: 2.794959992170334
Info 754  [08:39:06.714] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.038897007703781
Info 755  [08:39:06.717] getCompletionData: Get current token: 0.027925997972488403
Info 756  [08:39:06.717] getCompletionData: Is inside comment: 0.06858301162719727
Info 757  [08:39:06.717] getCompletionData: Get previous token: 0.09139600396156311
Info 758  [08:39:06.717] getCompletionsAtPosition: isCompletionListBlocker: 0.01881200075149536
Info 759  [08:39:06.719] getExportInfoMap: cache hit
Info 760  [08:39:06.720] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 761  [08:39:06.720] collectAutoImports: response is complete
Info 762  [08:39:06.720] collectAutoImports: 0.3691070079803467
Info 763  [08:39:06.720] getCompletionData: Semantic work: 2.5280759930610657
Info 764  [08:39:06.736] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.45149999856949
Info 765  [08:39:06.740] getCompletionData: Get current token: 0.027464985847473145
Info 766  [08:39:06.740] getCompletionData: Is inside comment: 0.054708003997802734
Info 767  [08:39:06.740] getCompletionData: Get previous token: 0.09171301126480103
Info 768  [08:39:06.740] getCompletionsAtPosition: isCompletionListBlocker: 0.02026200294494629
Info 769  [08:39:06.743] getExportInfoMap: cache hit
Info 770  [08:39:06.743] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 771  [08:39:06.743] collectAutoImports: response is complete
Info 772  [08:39:06.743] collectAutoImports: 0.42970600724220276
Info 773  [08:39:06.743] getCompletionData: Semantic work: 3.1524930000305176
Info 774  [08:39:06.751] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.479173004627228
Info 775  [08:39:06.754] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 776  [08:39:06.770] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 15.642697006464005ms
Info 777  [08:39:06.770] Different program with same set of files
Info 778  [08:39:06.771] getCompletionData: Get current token: 0.02482101321220398
Info 779  [08:39:06.771] getCompletionData: Is inside comment: 0.046669989824295044
Info 780  [08:39:06.771] getCompletionData: Get previous token: 0.08904099464416504
Info 781  [08:39:06.771] getCompletionsAtPosition: isCompletionListBlocker: 0.017415016889572144
Info 782  [08:39:06.775] getExportInfoMap: cache hit
Info 783  [08:39:06.775] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 784  [08:39:06.776] collectAutoImports: response is complete
Info 785  [08:39:06.776] collectAutoImports: 0.596670001745224
Info 786  [08:39:06.776] getCompletionData: Semantic work: 4.1529030203819275
Info 787  [08:39:06.789] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.020851999521255
Info 788  [08:39:07.382] getCompletionData: Get current token: 0.014828026294708252
Info 789  [08:39:07.382] getCompletionData: Is inside comment: 0.029222995042800903
Info 790  [08:39:07.382] getCompletionData: Get previous token: 0.04673001170158386
Info 791  [08:39:07.382] getCompletionsAtPosition: isCompletionListBlocker: 0.014798998832702637
Info 792  [08:39:07.385] getExportInfoMap: cache hit
Info 793  [08:39:07.386] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 794  [08:39:07.386] collectAutoImports: response is complete
Info 795  [08:39:07.386] collectAutoImports: 0.5861839950084686
Info 796  [08:39:07.386] getCompletionData: Semantic work: 3.7095780074596405
Info 797  [08:39:07.395] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.52473297715187
Info 798  [08:39:07.400] getCompletionData: Get current token: 0.025032013654708862
Info 799  [08:39:07.400] getCompletionData: Is inside comment: 0.03343099355697632
Info 800  [08:39:07.400] getCompletionData: Get previous token: 0.04835599660873413
Info 801  [08:39:07.400] getCompletionsAtPosition: isCompletionListBlocker: 0.013880014419555664
Info 802  [08:39:07.402] getExportInfoMap: cache hit
Info 803  [08:39:07.403] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 804  [08:39:07.403] collectAutoImports: response is complete
Info 805  [08:39:07.403] collectAutoImports: 0.3346270024776459
Info 806  [08:39:07.403] getCompletionData: Semantic work: 2.5031770169734955
Info 807  [08:39:07.411] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.957580983638763
Info 808  [08:39:07.414] getCompletionData: Get current token: 0.027509987354278564
Info 809  [08:39:07.414] getCompletionData: Is inside comment: 0.05452999472618103
Info 810  [08:39:07.414] getCompletionData: Get previous token: 0.09122300148010254
Info 811  [08:39:07.415] getCompletionsAtPosition: isCompletionListBlocker: 0.017338991165161133
Info 812  [08:39:07.417] getExportInfoMap: cache hit
Info 813  [08:39:07.418] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 814  [08:39:07.418] collectAutoImports: response is complete
Info 815  [08:39:07.418] collectAutoImports: 0.5992949903011322
Info 816  [08:39:07.418] getCompletionData: Semantic work: 3.65319100022316
Info 817  [08:39:07.428] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.736009001731873
Info 818  [08:39:07.431] getCompletionData: Get current token: 0.026329994201660156
Info 819  [08:39:07.431] getCompletionData: Is inside comment: 0.05272102355957031
Info 820  [08:39:07.431] getCompletionData: Get previous token: 0.08806997537612915
Info 821  [08:39:07.432] getCompletionsAtPosition: isCompletionListBlocker: 0.018058985471725464
Info 822  [08:39:07.434] getExportInfoMap: cache hit
Info 823  [08:39:07.434] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 824  [08:39:07.434] collectAutoImports: response is complete
Info 825  [08:39:07.434] collectAutoImports: 0.33779001235961914
Info 826  [08:39:07.434] getCompletionData: Semantic work: 2.858469009399414
Info 827  [08:39:07.442] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.640096992254257
Info 828  [08:39:07.446] getCompletionData: Get current token: 0.027682006359100342
Info 829  [08:39:07.446] getCompletionData: Is inside comment: 0.05309900641441345
Info 830  [08:39:07.446] getCompletionData: Get previous token: 0.08739298582077026
Info 831  [08:39:07.446] getCompletionsAtPosition: isCompletionListBlocker: 0.019842982292175293
Info 832  [08:39:07.448] getExportInfoMap: cache hit
Info 833  [08:39:07.449] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 834  [08:39:07.449] collectAutoImports: response is complete
Info 835  [08:39:07.449] collectAutoImports: 0.33310800790786743
Info 836  [08:39:07.449] getCompletionData: Semantic work: 3.0402039885520935
Info 837  [08:39:07.460] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.835481971502304
Info 838  [08:39:07.464] getCompletionData: Get current token: 0.02761000394821167
Info 839  [08:39:07.464] getCompletionData: Is inside comment: 0.052819013595581055
Info 840  [08:39:07.464] getCompletionData: Get previous token: 0.08994999527931213
Info 841  [08:39:07.464] getCompletionsAtPosition: isCompletionListBlocker: 0.01829400658607483
Info 842  [08:39:07.467] getExportInfoMap: cache hit
Info 843  [08:39:07.468] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 844  [08:39:07.468] collectAutoImports: response is complete
Info 845  [08:39:07.468] collectAutoImports: 0.34193599224090576
Info 846  [08:39:07.468] getCompletionData: Semantic work: 3.271127015352249
Info 847  [08:39:07.475] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.6441390216350555
Info 848  [08:39:07.479] getCompletionData: Get current token: 0.04298001527786255
Info 849  [08:39:07.479] getCompletionData: Is inside comment: 0.1334330141544342
Info 850  [08:39:07.479] getCompletionData: Get previous token: 0.16499698162078857
Info 851  [08:39:07.480] getCompletionsAtPosition: isCompletionListBlocker: 0.036538004875183105
Info 852  [08:39:07.483] getExportInfoMap: cache hit
Info 853  [08:39:07.483] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 854  [08:39:07.484] collectAutoImports: response is complete
Info 855  [08:39:07.484] collectAutoImports: 0.4325549900531769
Info 856  [08:39:07.484] getCompletionData: Semantic work: 3.773701012134552
Info 857  [08:39:07.496] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.714060992002487
Info 858  [08:39:07.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 859  [08:39:07.523] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 17.554750978946686ms
Info 860  [08:39:07.523] Different program with same set of files
Info 861  [08:39:07.538] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 862  [08:39:07.548] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 10.464599013328552ms
Info 863  [08:39:07.548] Different program with same set of files
Info 864  [08:39:08.096] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 865  [08:39:08.112] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 15.979216992855072ms
Info 866  [08:39:08.112] Different program with same set of files
Info 867  [08:39:08.640] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 868  [08:39:08.661] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 20.191610008478165ms
Info 869  [08:39:08.661] Different program with same set of files
Info 870  [08:39:08.679] getCompletionData: Get current token: 0.03409302234649658
Info 871  [08:39:08.679] getCompletionData: Is inside comment: 0.0046530067920684814
Info 872  [08:39:08.679] getCompletionData: Get previous token: 0.31086301803588867
Info 873  [08:39:08.679] getCompletionsAtPosition: isCompletionListBlocker: 0.10446199774742126
Info 874  [08:39:08.685] getExportInfoMap: cache hit
Info 875  [08:39:08.686] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 876  [08:39:08.687] collectAutoImports: response is complete
Info 877  [08:39:08.687] collectAutoImports: 0.7762889862060547
Info 878  [08:39:08.687] getCompletionData: Semantic work: 7.323360025882721
Info 879  [08:39:08.710] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.011395007371902
Info 880  [08:39:08.733] getCompletionData: Get current token: 0.012299001216888428
Info 881  [08:39:08.733] getCompletionData: Is inside comment: 0.0035939812660217285
Info 882  [08:39:08.733] getCompletionData: Get previous token: 0.07901600003242493
Info 883  [08:39:08.733] getCompletionsAtPosition: isCompletionListBlocker: 0.00523000955581665
Info 884  [08:39:08.736] getExportInfoMap: cache hit
Info 885  [08:39:08.737] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 886  [08:39:08.737] collectAutoImports: response is complete
Info 887  [08:39:08.737] collectAutoImports: 0.43386098742485046
Info 888  [08:39:08.737] getCompletionData: Semantic work: 3.1985569894313812
Info 889  [08:39:08.757] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.28736501932144
Info 890  [08:39:08.764] getCompletionData: Get current token: 0.026138991117477417
Info 891  [08:39:08.764] getCompletionData: Is inside comment: 0.005223989486694336
Info 892  [08:39:08.765] getCompletionData: Get previous token: 0.14335602521896362
Info 893  [08:39:08.765] getCompletionsAtPosition: isCompletionListBlocker: 0.007782012224197388
Info 894  [08:39:08.768] getExportInfoMap: cache hit
Info 895  [08:39:08.769] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 896  [08:39:08.769] collectAutoImports: response is complete
Info 897  [08:39:08.769] collectAutoImports: 0.7352440059185028
Info 898  [08:39:08.769] getCompletionData: Semantic work: 4.726175010204315
Info 899  [08:39:08.790] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.46705001592636
Info 900  [08:39:09.328] getCompletionData: Get current token: 0.026054978370666504
Info 901  [08:39:09.328] getCompletionData: Is inside comment: 0.010212987661361694
Info 902  [08:39:09.328] getCompletionData: Get previous token: 0.11641699075698853
Info 903  [08:39:09.328] getCompletionsAtPosition: isCompletionListBlocker: 0.012515008449554443
Info 904  [08:39:09.334] getExportInfoMap: cache hit
Info 905  [08:39:09.335] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 906  [08:39:09.335] collectAutoImports: response is complete
Info 907  [08:39:09.335] collectAutoImports: 0.43787097930908203
Info 908  [08:39:09.335] getCompletionData: Semantic work: 6.818228989839554
Info 909  [08:39:09.343] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.255410015583038
Info 910  [08:39:09.348] getCompletionData: Get current token: 0.022440016269683838
Info 911  [08:39:09.348] getCompletionData: Is inside comment: 0.004276007413864136
Info 912  [08:39:09.349] getCompletionData: Get previous token: 0.1458599865436554
Info 913  [08:39:09.349] getCompletionsAtPosition: isCompletionListBlocker: 0.006246000528335571
Info 914  [08:39:09.352] getExportInfoMap: cache hit
Info 915  [08:39:09.352] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 916  [08:39:09.353] collectAutoImports: response is complete
Info 917  [08:39:09.353] collectAutoImports: 0.6885960102081299
Info 918  [08:39:09.353] getCompletionData: Semantic work: 3.9376200139522552
Info 919  [08:39:09.362] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.110792011022568
Info 920  [08:39:09.365] getCompletionData: Get current token: 0.022417008876800537
Info 921  [08:39:09.365] getCompletionData: Is inside comment: 0.004725009202957153
Info 922  [08:39:09.365] getCompletionData: Get previous token: 0.14717498421669006
Info 923  [08:39:09.365] getCompletionsAtPosition: isCompletionListBlocker: 0.0071440041065216064
Info 924  [08:39:09.367] getExportInfoMap: cache hit
Info 925  [08:39:09.368] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 926  [08:39:09.368] collectAutoImports: response is complete
Info 927  [08:39:09.368] collectAutoImports: 0.434812992811203
Info 928  [08:39:09.368] getCompletionData: Semantic work: 2.788770020008087
Info 929  [08:39:09.376] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.9909659922122955
Info 930  [08:39:09.379] getCompletionData: Get current token: 0.013379991054534912
Info 931  [08:39:09.380] getCompletionData: Is inside comment: 0.003582000732421875
Info 932  [08:39:09.380] getCompletionData: Get previous token: 0.08382099866867065
Info 933  [08:39:09.380] getCompletionsAtPosition: isCompletionListBlocker: 0.006111025810241699
Info 934  [08:39:09.382] getExportInfoMap: cache hit
Info 935  [08:39:09.382] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 936  [08:39:09.382] collectAutoImports: response is complete
Info 937  [08:39:09.382] collectAutoImports: 0.4515460133552551
Info 938  [08:39:09.382] getCompletionData: Semantic work: 2.7027040123939514
Info 939  [08:39:09.390] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.738884001970291
Info 940  [08:39:09.394] getCompletionData: Get current token: 0.014893978834152222
Info 941  [08:39:09.394] getCompletionData: Is inside comment: 0.004260003566741943
Info 942  [08:39:09.394] getCompletionData: Get previous token: 0.08474799990653992
Info 943  [08:39:09.394] getCompletionsAtPosition: isCompletionListBlocker: 0.0062850117683410645
Info 944  [08:39:09.396] getExportInfoMap: cache hit
Info 945  [08:39:09.397] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 946  [08:39:09.397] collectAutoImports: response is complete
Info 947  [08:39:09.397] collectAutoImports: 0.4177359938621521
Info 948  [08:39:09.397] getCompletionData: Semantic work: 2.5990610122680664
Info 949  [08:39:09.404] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.508120000362396
Info 950  [08:39:09.407] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 951  [08:39:09.419] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 11.339259028434753ms
Info 952  [08:39:09.419] Different program with same set of files
Info 953  [08:39:09.426] getCompletionData: Get current token: 0.013040989637374878
Info 954  [08:39:09.426] getCompletionData: Is inside comment: 0.0035470128059387207
Info 955  [08:39:09.426] getCompletionData: Get previous token: 0.0865429937839508
Info 956  [08:39:09.427] getCompletionsAtPosition: isCompletionListBlocker: 0.0053720176219940186
Info 957  [08:39:09.429] getExportInfoMap: cache hit
Info 958  [08:39:09.430] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 959  [08:39:09.430] collectAutoImports: response is complete
Info 960  [08:39:09.430] collectAutoImports: 0.443015992641449
Info 961  [08:39:09.430] getCompletionData: Semantic work: 3.1716760098934174
Info 962  [08:39:09.437] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.575718998908997
Info 963  [08:39:09.443] getCompletionData: Get current token: 0.02422797679901123
Info 964  [08:39:09.443] getCompletionData: Is inside comment: 0.005257010459899902
Info 965  [08:39:09.443] getCompletionData: Get previous token: 0.1699019968509674
Info 966  [08:39:09.443] getCompletionsAtPosition: isCompletionListBlocker: 0.008019983768463135
Info 967  [08:39:09.446] getExportInfoMap: cache hit
Info 968  [08:39:09.446] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 969  [08:39:09.446] collectAutoImports: response is complete
Info 970  [08:39:09.446] collectAutoImports: 0.4295039772987366
Info 971  [08:39:09.446] getCompletionData: Semantic work: 2.805074989795685
Info 972  [08:39:09.454] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.386550009250641
Info 973  [08:39:09.457] getCompletionData: Get current token: 0.022401005029678345
Info 974  [08:39:09.457] getCompletionData: Is inside comment: 0.005322009325027466
Info 975  [08:39:09.458] getCompletionData: Get previous token: 0.1516759991645813
Info 976  [08:39:09.458] getCompletionsAtPosition: isCompletionListBlocker: 0.007410019636154175
Info 977  [08:39:09.460] getExportInfoMap: cache hit
Info 978  [08:39:09.461] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 979  [08:39:09.461] collectAutoImports: response is complete
Info 980  [08:39:09.461] collectAutoImports: 0.7749550044536591
Info 981  [08:39:09.461] getCompletionData: Semantic work: 3.5037759840488434
Info 982  [08:39:09.474] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.12518098950386
Info 983  [08:39:09.481] getCompletionData: Get current token: 0.012874007225036621
Info 984  [08:39:09.481] getCompletionData: Is inside comment: 0.0032140016555786133
Info 985  [08:39:09.481] getCompletionData: Get previous token: 0.07582899928092957
Info 986  [08:39:09.482] getCompletionsAtPosition: isCompletionListBlocker: 0.010453015565872192
Info 987  [08:39:09.484] getExportInfoMap: cache hit
Info 988  [08:39:09.484] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 989  [08:39:09.484] collectAutoImports: response is complete
Info 990  [08:39:09.484] collectAutoImports: 0.4252690076828003
Info 991  [08:39:09.484] getCompletionData: Semantic work: 2.7880519926548004
Info 992  [08:39:09.499] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.69531500339508
Info 993  [08:39:09.504] getCompletionData: Get current token: 0.013734012842178345
Info 994  [08:39:09.504] getCompletionData: Is inside comment: 0.0035789906978607178
Info 995  [08:39:09.505] getCompletionData: Get previous token: 0.07866799831390381
Info 996  [08:39:09.505] getCompletionsAtPosition: isCompletionListBlocker: 0.007914990186691284
Info 997  [08:39:09.507] getExportInfoMap: cache hit
Info 998  [08:39:09.508] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 999  [08:39:09.508] collectAutoImports: response is complete
Info 1000 [08:39:09.508] collectAutoImports: 0.4519909918308258
Info 1001 [08:39:09.508] getCompletionData: Semantic work: 3.229874014854431
Info 1002 [08:39:09.516] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.79721000790596
Info 1003 [08:39:09.519] getCompletionData: Get current token: 0.01270398497581482
Info 1004 [08:39:09.519] getCompletionData: Is inside comment: 0.0034350156784057617
Info 1005 [08:39:09.520] getCompletionData: Get previous token: 0.07858699560165405
Info 1006 [08:39:09.520] getCompletionsAtPosition: isCompletionListBlocker: 0.004584997892379761
Info 1007 [08:39:09.522] getExportInfoMap: cache hit
Info 1008 [08:39:09.523] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 1009 [08:39:09.523] collectAutoImports: response is complete
Info 1010 [08:39:09.523] collectAutoImports: 0.4470820128917694
Info 1011 [08:39:09.523] getCompletionData: Semantic work: 3.371909976005554
Info 1012 [08:39:09.531] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.481602996587753
Info 1013 [08:39:09.534] getCompletionData: Get current token: 0.01307600736618042
Info 1014 [08:39:09.534] getCompletionData: Is inside comment: 0.004025012254714966
Info 1015 [08:39:09.534] getCompletionData: Get previous token: 0.0814020037651062
Info 1016 [08:39:09.534] getCompletionsAtPosition: isCompletionListBlocker: 0.00444599986076355
Info 1017 [08:39:09.536] getExportInfoMap: cache hit
Info 1018 [08:39:09.537] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 1019 [08:39:09.537] collectAutoImports: response is complete
Info 1020 [08:39:09.537] collectAutoImports: 0.4353419840335846
Info 1021 [08:39:09.537] getCompletionData: Semantic work: 2.6971179842948914
Info 1022 [08:39:09.545] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.2759750187397
Info 1023 [08:39:09.551] getCompletionData: Get current token: 0.012809008359909058
Info 1024 [08:39:09.551] getCompletionData: Is inside comment: 0.003353983163833618
Info 1025 [08:39:09.551] getCompletionData: Get previous token: 0.07850098609924316
Info 1026 [08:39:09.551] getCompletionsAtPosition: isCompletionListBlocker: 0.004598021507263184
Info 1027 [08:39:09.553] getExportInfoMap: cache hit
Info 1028 [08:39:09.554] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 3 from cache
Info 1029 [08:39:09.554] collectAutoImports: response is complete
Info 1030 [08:39:09.554] collectAutoImports: 0.4541719853878021
Info 1031 [08:39:09.554] getCompletionData: Semantic work: 2.74311900138855
Info 1032 [08:39:09.562] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.879487007856369
Info 1033 [08:39:09.565] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1034 [08:39:09.578] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 12.841200977563858ms
Info 1035 [08:39:09.578] Different program with same set of files
Info 1036 [08:39:09.589] getCompletionData: Get current token: 0.03261497616767883
Info 1037 [08:39:09.589] getCompletionData: Is inside comment: 0.007910996675491333
Info 1038 [08:39:09.589] getCompletionData: Get previous token: 0.2523289918899536
Info 1039 [08:39:09.590] getCompletionsAtPosition: isCompletionListBlocker: 0.006871014833450317
Info 1040 [08:39:09.594] getExportInfoMap: cache hit
Info 1041 [08:39:09.594] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1042 [08:39:09.594] collectAutoImports: response is complete
Info 1043 [08:39:09.594] collectAutoImports: 0.5736030042171478
Info 1044 [08:39:09.594] getCompletionData: Semantic work: 4.4964540004730225
Info 1045 [08:39:09.607] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.362078994512558
Info 1046 [08:39:09.612] getCompletionData: Get current token: 0.0130540132522583
Info 1047 [08:39:09.612] getCompletionData: Is inside comment: 0.003385990858078003
Info 1048 [08:39:09.612] getCompletionData: Get previous token: 0.07761600613594055
